,chi2,Z,P,P.adjusted,comparitor_1,comparitor_2
446,91.23420278,-0.68824083,0.25,0.25,D_castanea_twig,T_triptera
447,91.23420278,1.399170919,0.08,0.08,D_winitii,T_triptera
448,91.23420278,1.436986349,0.08,0.08,E_cherrevensis,T_triptera
449,91.23420278,1.278161542,0.10,0.10,E_cuneatum,T_triptera
450,91.23420278,-0.007563086,0.50,0.50,E_succirubrum,T_triptera
451,91.23420278,1.028579703,0.15,0.15,F_indica,T_triptera
452,91.23420278,2.140353352,0.02,0.02,G_cowa,T_triptera
453,91.23420278,0.61260997,0.27,0.27,G_daltonii,T_triptera
454,91.23420278,1.444549435,0.07,0.07,H_perforata,T_triptera
455,91.23420278,-0.385717388,0.35,0.35,L_coromandelica,T_triptera
456,91.23420278,2.715147892,0.00,0.00,P_anamense,T_triptera
457,91.23420278,1.80001448,0.04,0.04,P_debilis,T_triptera
458,91.23420278,2.306741245,0.01,0.01,P_evecta_leaf,T_triptera
459,91.23420278,2.019343975,0.02,0.02,P_evecta_Rhizome,T_triptera
460,91.23420278,2.48825531,0.01,0.01,P_Kesiya,T_triptera
461,91.23420278,-1.247909198,0.11,0.11,R_dumetorum,T_triptera
462,91.23420278,0.877317982,0.19,0.19,R_javanica,T_triptera
463,91.23420278,-0.257144926,0.40,0.40,R_succedanea,T_triptera
464,91.23420278,-0.952948842,0.17,0.17,T_loureiri,T_triptera
465,91.23420278,-1.353792403,0.09,0.09,T_mucronata,T_triptera
