Name_Short,G_cowa,P_debilis,P_evecta_leaf,P_evecta_Rhizome,E_cuneatum,P_anamense,A_marginata,E_cherrevensis,F_indica,H_perforata,R_dumetorum,C_filiformis,P_Kesiya,A_pulchellus,T_loureiri,R_succedanea,R_javanica,C_formosum,G_daltonii ,B_anceps,C_tomentosa,D_castanea_twig,D_castanea_leaf,L_coromandelica,E_succirubrum,T_mucronata,D_winitii,B_insulana,A_vanprukii,T_triptera,C_oblongifolius
A_pulchellus,5.178839813953894e-07,6.692404186862873e-07,7.897701045353689e-08,0.0006816901504790717,1.2457943932497342e-06,0.0010238430234885186,0.009098110235329073,4.187341039713825e-07,1.463185935776097e-06,4.671319396436221e-05,9.262647493507323e-06,3.1730786448894956e-05,1.9504507117874683e-07,0.0,5.693423770975313e-07,3.8052100987871556e-05,2.6632951385092693e-07,1.0905228667853577e-07,0.0003620866256094707,0.02128222472664104,0.0010867013057473522,7.885863067608581e-09,8.471898054875066e-05,2.161425511841961e-05,1.105724458877375e-05,0.0010564484602958307,1.289905530362473e-06,1.1528121925030917e-05,7.642352062977643e-05,2.965809451746038e-06,0.0488024180744364
T_loureiri,6.0970480219424625e-09,8.710981982015593e-09,1.5055536553065773e-08,0.005110126205670361,3.595587828672913e-10,0.007630163619103463,0.04151523406097355,5.266250416829828e-09,9.842706783779578e-10,0.0008343703011615635,4.4694949473877545e-09,0.0004814637798086911,2.9217851454955884e-08,5.693423770975313e-07,0.0,0.0005756548754991055,7.832596160925077e-12,7.384843792089529e-08,0.003497073542215847,0.0775896418638352,0.009076400520842935,2.0783746012718687e-06,2.960322301897071e-07,0.00046246382400998344,0.00015370036109560854,3.1505173395388716e-05,1.729934738031383e-11,1.8404564379631535e-09,0.001028000620244983,0.00018566619336954937,0.14578065941876484
R_succedanea,0.000162264949368364,0.00024260937554368382,9.66827692259244e-05,1.4047240055893713e-06,0.00042007665675594517,6.4262778122186965e-06,0.0003173778263125751,0.00017826646234182826,0.0004397780878724367,2.8492868492482244e-08,0.0018390831902498025,4.28166922984625e-08,0.0001096130942216628,3.8052100987871556e-05,0.0005756548754991055,0.0,0.00030228268670139536,6.918700995548019e-05,9.508424632738649e-07,0.0012417543489391574,1.92820765478012e-05,6.2580028012139e-06,0.005497457917370771,6.031855266948937e-07,3.247713370204374e-07,0.022407374871853344,0.0006551342653542293,0.001507291376615057,1.346298475118417e-07,8.06098512260346e-08,0.003944477827977985
R_javanica,5.4589766938200605e-12,4.0506933052455954e-11,2.9088320440649445e-11,0.003148932699260243,1.4753739304786796e-12,0.004903436594130784,0.030635204214112102,1.4888469863684957e-11,5.2723293884320694e-12,0.0004460689942570111,5.2957850444529735e-08,0.00024154353083371765,9.802047436397226e-11,2.6632951385092693e-07,7.832596160925077e-12,0.00030228268670139536,0.0,4.1676756041731896e-10,0.0021127697028618633,0.059227532964458124,0.006181839113487534,4.730705317902662e-07,2.4530402984870357e-07,0.00023401765327263154,6.493989061113508e-05,2.256172859493419e-05,2.5969240199726855e-12,8.824944752238877e-10,0.0005733938667043389,9.184807063561713e-05,0.1158354723996549
C_formosum,4.3570375362743427e-13,3.3791891986970562e-12,8.328213398773482e-17,0.00036755402052455376,8.525893520497178e-10,0.0006996036351813003,0.013856210547242478,1.2090312319129194e-10,7.25293079145679e-10,9.017216049686958e-05,3.980478030387203e-06,3.642389578427667e-05,1.6822429810969084e-17,1.0905228667853577e-07,7.384843792089529e-08,6.918700995548019e-05,4.1676756041731896e-10,0.0,0.0005956912282487581,0.029266838081648712,0.0022940993588384515,8.261400849350749e-09,5.8571896073986125e-06,3.558971247945427e-05,6.794130340542903e-06,0.00014978937205555946,4.905180991262869e-09,1.3231369933433216e-07,0.00013918233518148447,1.610487901277656e-05,0.04505609598295354
G_daltonii ,0.001313470004195342,0.0017268069417838503,0.0007991820393315031,1.6375890908641022e-07,0.002649503899838505,4.996089808440973e-09,5.982879318049469e-06,0.0015106114896900709,0.002670469122224227,3.9578663855045814e-08,0.008786062248642467,2.1269980215454317e-06,0.0008413027919756501,0.0003620866256094707,0.003497073542215847,9.508424632738649e-07,0.0021127697028618633,0.0005956912282487581,0.0,7.344429160053346e-05,4.009923599850871e-08,9.960163739674039e-05,0.021482461086892352,3.2033875200219026e-07,5.499712165392324e-06,0.06523817961172232,0.003816821655423369,0.007654473512497167,1.5930478469681075e-07,9.643526860506796e-07,0.0004340145016503755
B_anceps,0.04604108998275458,0.04868308495379072,0.03481688902376885,4.670580509306356e-05,0.06704195104748747,1.0667171253296632e-05,4.856781719644045e-08,0.048575860169447364,0.06447930170116081,0.0004871525971155181,0.13356678855658877,0.0011808024615476856,0.03528193044405092,0.02128222472664104,0.0775896418638352,0.0012417543489391574,0.059227532964458124,0.029266838081648712,7.344429160053346e-05,0.0,9.058848026806157e-06,0.012215808376265708,0.21296785454929537,0.0007560191534365969,0.0029400072080981113,0.3989824465181448,0.07877521544633108,0.11912493353810052,0.0006799732353921064,0.0017217674986666001,1.563289651371806e-08
C_tomentosa,0.0045330494651964325,0.005208308674155617,0.002865467853296024,7.520562948970221e-07,0.007852937077089511,6.448664444256228e-09,6.454207589493504e-07,0.004960149282209342,0.0076036298080911354,2.4203786314747122e-06,0.019868842818927274,2.6177556424329332e-05,0.003052109543362781,0.0010867013057473522,0.009076400520842935,1.92820765478012e-05,0.006181839113487534,0.0022940993588384515,4.009923599850871e-08,9.058848026806157e-06,0.0,0.0005063433231582563,0.04375483346079827,3.8310749484995316e-06,8.049439286672727e-05,0.11537544467989853,0.010001854565663233,0.01880800269049733,5.555669639685141e-06,1.2616645851487692e-05,0.00010396722787269694
D_castanea_twig,1.722533186502853e-07,3.490030548513481e-07,1.8662995442166602e-08,0.00019616662143374084,1.2662332063440614e-06,0.00035125582483865953,0.00490518235877958,2.4079068136153855e-07,1.2536096769142076e-06,7.640850426221751e-06,2.947884374726842e-05,3.912449093072415e-06,3.488957531602588e-08,7.885863067608581e-09,2.0783746012718687e-06,6.2580028012139e-06,4.730705317902662e-07,8.261400849350749e-09,9.960163739674039e-05,0.012215808376265708,0.0005063433231582563,0.0,0.0001763056576264658,2.7192957575995457e-06,5.619528511933113e-07,0.001747355705634777,2.5813609092921264e-06,1.7818692805344948e-05,1.639420993475227e-05,3.930718221990841e-07,0.030620464237217728
D_castanea_leaf,1.115122859267004e-06,8.603272766612532e-07,2.9869452105570153e-06,0.026405418903856472,1.5910590365697169e-07,0.03765250128961068,0.13463339884104425,1.058453950370941e-06,1.9231781439074437e-07,0.007653827868220709,2.6904223272985883e-08,0.004561914018192047,3.104779717750301e-06,8.471898054875066e-05,2.960322301897071e-07,0.005497457917370771,2.4530402984870357e-07,5.8571896073986125e-06,0.021482461086892352,0.21296785454929537,0.04375483346079827,0.0001763056576264658,0.0,0.00492005771325608,0.002106070600379015,8.039889737586984e-09,3.442454914327445e-08,7.141968037945532e-10,0.008644569866181192,0.0028701848490152167,0.343285723244954
L_coromandelica,0.0001262126663468058,0.00014570233706910854,5.65814020115228e-05,1.257945518240002e-06,0.00032103903573522957,1.8912248772969316e-06,0.00021535559894450304,0.00015717720495737138,0.00028693202167504343,1.641594261364558e-08,0.0017862586187898661,9.504000874056252e-08,5.932883384329001e-05,2.161425511841961e-05,0.00046246382400998344,6.031855266948937e-07,0.00023401765327263154,3.558971247945427e-05,3.2033875200219026e-07,0.0007560191534365969,3.8310749484995316e-06,2.7192957575995457e-06,0.00492005771325608,0.0,2.3134632642397192e-07,0.020267795266507963,0.0004741845020165905,0.001294697835095284,3.6441057803254666e-07,1.6148564390027912e-08,0.003290809779045847
E_succirubrum,2.7169235312728718e-05,3.299869097833947e-05,1.2067186064996642e-05,1.2304730837613934e-05,6.929954227734125e-05,2.1290425000029406e-05,0.0009150908618164874,2.246074643702166e-05,7.068723866519169e-05,5.89592847343362e-08,0.0006958203539337566,5.804717270963567e-07,1.2186303608130937e-05,1.105724458877375e-05,0.00015370036109560854,3.247713370204374e-07,6.493989061113508e-05,6.794130340542903e-06,5.499712165392324e-06,0.0029400072080981113,8.049439286672727e-05,5.619528511933113e-07,0.002106070600379015,2.3134632642397192e-07,0.0,0.010098146902005497,0.00015086673993978448,0.0004323009552069197,5.6376965950303305e-08,1.6196736730138474e-07,0.00810760432483334
T_mucronata,5.006356353255427e-05,3.93916932724374e-05,9.957481000167731e-05,0.07519941673602598,1.4905675782139334e-05,0.10096985285153574,0.27975403522215647,4.754620986074821e-05,1.5799667505544364e-05,0.02898393669828533,6.278068517346498e-06,0.018932095087370163,9.666761416528013e-05,0.0010564484602958307,3.1505173395388716e-05,0.022407374871853344,2.256172859493419e-05,0.00014978937205555946,0.06523817961172232,0.3989824465181448,0.11537544467989853,0.001747355705634777,8.039889737586984e-09,0.020267795266507963,0.010098146902005497,0.0,7.021331706349885e-06,9.137893836823747e-07,0.03132612157323964,0.01397142440564972,0.580556227660665
D_winitii,2.693660872976753e-10,6.637859050380024e-11,1.0694918708726742e-09,0.004948773542793463,3.904245609113107e-12,0.007913168042451646,0.04354083122190378,2.8674214969777653e-10,3.569400275003592e-12,0.0008998093613141988,4.181388663023e-08,0.00044704008354646445,1.2986672182355392e-09,1.289905530362473e-06,1.729934738031383e-11,0.0006551342653542293,2.5969240199726855e-12,4.905180991262869e-09,0.003816821655423369,0.07877521544633108,0.010001854565663233,2.5813609092921264e-06,3.442454914327445e-08,0.0004741845020165905,0.00015086673993978448,7.021331706349885e-06,0.0,2.534840976918332e-11,0.0011669597642120363,0.00023360688871880593,0.14863968610875808
B_insulana,7.344308453453081e-09,6.824987289773189e-09,4.824849075566064e-08,0.009812300202092804,3.0166403711133127e-10,0.015031899646102952,0.06955938209094421,1.0418450292712477e-08,4.1805446419674626e-10,0.0022065040994032887,7.133943055267031e-09,0.0011772120089383054,4.849331475866651e-08,1.1528121925030917e-05,1.8404564379631535e-09,0.001507291376615057,8.824944752238877e-10,1.3231369933433216e-07,0.007654473512497167,0.11912493353810052,0.01880800269049733,1.7818692805344948e-05,7.141968037945532e-10,0.001294697835095284,0.0004323009552069197,9.137893836823747e-07,2.534840976918332e-11,0.0,0.0026336096607574425,0.0007009029561685733,0.20969416966696047
A_vanprukii,0.00034948458269964743,0.0004359226720461929,0.00019073495390426015,2.369675892485512e-06,0.0006771365515539328,1.0043296080639183e-06,0.00012643924770563451,0.0003020194309256659,0.0007162986632019598,1.3002859120936122e-09,0.0029918593961086965,2.1014043316556836e-06,0.00020839556849872908,7.642352062977643e-05,0.001028000620244983,1.346298475118417e-07,0.0005733938667043389,0.00013918233518148447,1.5930478469681075e-07,0.0006799732353921064,5.555669639685141e-06,1.639420993475227e-05,0.008644569866181192,3.6441057803254666e-07,5.6376965950303305e-08,0.03132612157323964,0.0011669597642120363,0.0026336096607574425,0.0,1.5763689019927598e-07,0.002110452128177364
T_triptera,5.679609008003037e-05,8.21207088252327e-05,2.3011875787572065e-05,7.893963287837533e-06,0.00015480590139964584,9.620047547643061e-06,0.00043614937774262276,6.282265178630894e-05,0.00015779169993201286,1.2998997239607388e-08,0.0007543259811413513,2.1704369829765078e-07,2.8645369829597625e-05,2.965809451746038e-06,0.00018566619336954937,8.06098512260346e-08,9.184807063561713e-05,1.610487901277656e-05,9.643526860506796e-07,0.0017217674986666001,1.2616645851487692e-05,3.930718221990841e-07,0.0028701848490152167,1.6148564390027912e-08,1.6196736730138474e-07,0.01397142440564972,0.00023360688871880593,0.0007009029561685733,1.5763689019927598e-07,0.0,0.005866214607676627
C_oblongifolius,0.06866799670569894,0.07272616150045517,0.052914252394354246,0.00012343327028544354,0.1269040030660227,3.3060133249317544e-05,1.2153908393234363e-06,0.09536636805225786,0.12418127774795104,0.0019305989433533715,0.2282682288757649,0.004496827407956884,0.05367009035895635,0.0488024180744364,0.14578065941876484,0.003944477827977985,0.1158354723996549,0.04505609598295354,0.0004340145016503755,1.563289651371806e-08,0.00010396722787269694,0.030620464237217728,0.343285723244954,0.003290809779045847,0.00810760432483334,0.580556227660665,0.14863968610875808,0.20969416966696047,0.002110452128177364,0.005866214607676627,0.0
