,chi2,Z,P,P.adjusted,comparitor_1,comparitor_2
450,91.63253175,0.423540719,0.34,0.34,E_succirubrum,T_triptera
451,91.63253175,1.49751897,0.07,0.07,F_indica,T_triptera
452,91.63253175,2.684945628,0.00,0.00,G_cowa,T_triptera
453,91.63253175,-0.597494943,0.28,0.28,G_daltonii,T_triptera
454,91.63253175,0.302529085,0.38,0.38,H_perforata,T_triptera
455,91.63253175,-0.347908448,0.36,0.36,L_coromandelica,T_triptera
456,91.63253175,0.257149722,0.40,0.40,P_anamense,T_triptera
457,91.63253175,2.624439811,0.00,0.00,P_debilis,T_triptera
458,91.63253175,2.178209411,0.01,0.01,P_evecta_leaf,T_triptera
459,91.63253175,0.536989126,0.30,0.30,P_evecta_Rhizome,T_triptera
460,91.63253175,2.314347499,0.01,0.01,P_Kesiya,T_triptera
461,91.63253175,-0.136138088,0.45,0.45,R_dumetorum,T_triptera
462,91.63253175,1.225242794,0.11,0.11,R_javanica,T_triptera
463,91.63253175,-0.332781993,0.37,0.37,R_succedanea,T_triptera
464,91.63253175,0.952966617,0.17,0.17,T_loureiri,T_triptera
465,91.63253175,2.450485587,0.01,0.01,T_mucronata,T_triptera
