,chi2,T,P,P.adjusted,comparitor_1,comparitor_2
423,91.23420278,31.43981403,0.000,0.000,G_cowa,T_mucronata
424,91.23420278,17.69340183,0.000,0.000,G_daltonii,T_mucronata
425,91.23420278,25.17907184,0.000,0.000,H_perforata,T_mucronata
426,91.23420278,8.710597826,0.000,0.000,L_coromandelica,T_mucronata
427,91.23420278,36.61173149,0.000,0.000,P_anamense,T_mucronata
428,91.23420278,28.37749448,0.000,0.000,P_debilis,T_mucronata
429,91.23420278,32.93694803,0.000,0.000,P_evecta_leaf,T_mucronata
430,91.23420278,30.3509893,0.000,0.000,P_evecta_Rhizome,T_mucronata
431,91.23420278,34.57018512,0.000,0.000,P_Kesiya,T_mucronata
432,91.23420278,0.952721637,0.172,0.172,R_dumetorum,T_mucronata
433,91.23420278,20.07520593,0.000,0.000,R_javanica,T_mucronata
434,91.23420278,9.8674741,0.000,0.000,R_succedanea,T_mucronata
435,91.23420278,3.606731912,0.000,0.000,T_loureiri,T_mucronata
436,91.23420278,5.376072096,0.000,0.000,A_marginata,T_triptera
437,91.23420278,-9.8674741,0.000,0.000,A_pulchellus,T_triptera
438,91.23420278,-4.967762823,0.000,0.000,A_vanprukii,T_triptera
439,91.23420278,9.527216372,0.000,0.000,B_anceps,T_triptera
440,91.23420278,-0.340257728,0.367,0.367,B_insulana,T_triptera
441,91.23420278,3.606731912,0.000,0.000,C_filiformis,T_triptera
442,91.23420278,17.14898947,0.000,0.000,C_formosum,T_triptera
443,91.23420278,22.79726775,0.000,0.000,C_oblongifolius,T_triptera
444,91.23420278,2.109597911,0.019,0.019,C_tomentosa,T_triptera
445,91.23420278,-7.485670007,0.000,0.000,D_castanea_leaf,T_triptera
446,91.23420278,-6.192690642,0.000,0.000,D_castanea_twig,T_triptera
447,91.23420278,12.58953592,0.000,0.000,D_winitii,T_triptera
448,91.23420278,12.92979365,0.000,0.000,E_cherrevensis,T_triptera
449,91.23420278,11.50071119,0.000,0.000,E_cuneatum,T_triptera
450,91.23420278,-0.068051546,0.473,0.473,E_succirubrum,T_triptera
451,91.23420278,9.25501019,0.000,0.000,F_indica,T_triptera
452,91.23420278,19.25858738,0.000,0.000,G_cowa,T_triptera
453,91.23420278,5.512175187,0.000,0.000,G_daltonii,T_triptera
454,91.23420278,12.99784519,0.000,0.000,H_perforata,T_triptera
455,91.23420278,-3.470628821,0.000,0.000,L_coromandelica,T_triptera
456,91.23420278,24.43050484,0.000,0.000,P_anamense,T_triptera
457,91.23420278,16.19626783,0.000,0.000,P_debilis,T_triptera
458,91.23420278,20.75572138,0.000,0.000,P_evecta_leaf,T_triptera
459,91.23420278,18.16976265,0.000,0.000,P_evecta_Rhizome,T_triptera
460,91.23420278,22.38895848,0.000,0.000,P_Kesiya,T_triptera
461,91.23420278,-11.22850501,0.000,0.000,R_dumetorum,T_triptera
462,91.23420278,7.89397928,0.000,0.000,R_javanica,T_triptera
463,91.23420278,-2.313752548,0.012,0.012,R_succedanea,T_triptera
464,91.23420278,-8.574494735,0.000,0.000,T_loureiri,T_triptera
465,91.23420278,-12.18122665,0.000,0.000,T_mucronata,T_triptera
