,chi2,T,P,P_adjusted,comparitor_1,comparitor_2
378,91.63253175,20.23766017,0.000,0.000,R_javanica,R_succedanea
379,91.63253175,-26.52508857,0.000,0.000,A_marginata,T_loureiri
380,91.63253175,-22.9884101,0.000,0.000,A_pulchellus,T_loureiri
381,91.63253175,-20.53238338,0.000,0.000,A_vanprukii,T_loureiri
382,91.63253175,-28.29342781,0.000,0.000,B_anceps,T_loureiri
383,91.63253175,12.37837467,0.000,0.000,B_insulana,T_loureiri
384,91.63253175,-5.599740921,0.000,0.000,C_filiformis,T_loureiri
385,91.63253175,10.61003543,0.000,0.000,C_formosum,T_loureiri
386,91.63253175,-30.06176705,0.000,0.000,C_oblongifolius,T_loureiri
387,91.63253175,-24.75674933,0.000,0.000,C_tomentosa,T_loureiri
388,91.63253175,5.305017715,0.000,0.000,D_castanea_leaf,T_loureiri
389,91.63253175,-1.768339238,0.041,0.041,D_castanea_twig,T_loureiri
390,91.63253175,14.14671391,0.000,0.000,D_winitii,T_loureiri
391,91.63253175,1.768339238,0.041,0.041,E_cherrevensis,T_loureiri
392,91.63253175,8.841696191,0.000,0.000,E_cuneatum,T_loureiri
393,91.63253175,-6.876874815,0.000,0.000,E_succirubrum,T_loureiri
394,91.63253175,7.073356953,0.000,0.000,F_indica,T_loureiri
395,91.63253175,22.49720475,0.000,0.000,G_cowa,T_loureiri
396,91.63253175,-20.1394191,0.000,0.000,G_daltonii,T_loureiri
397,91.63253175,-8.448731916,0.000,0.000,H_perforata,T_loureiri
398,91.63253175,-16.89746383,0.000,0.000,L_coromandelica,T_loureiri
399,91.63253175,-9.038178328,0.000,0.000,P_anamense,T_loureiri
400,91.63253175,21.7112762,0.000,0.000,P_debilis,T_loureiri
401,91.63253175,15.91505314,0.000,0.000,P_evecta_leaf,T_loureiri
402,91.63253175,-5.403258783,0.000,0.000,P_evecta_Rhizome,T_loureiri
403,91.63253175,17.68339238,0.000,0.000,P_Kesiya,T_loureiri
404,91.63253175,-14.14671391,0.000,0.000,R_dumetorum,T_loureiri
405,91.63253175,3.536678476,0.000,0.000,R_javanica,T_loureiri
406,91.63253175,-16.70098169,0.000,0.000,R_succedanea,T_loureiri
407,91.63253175,-45.97682019,0.000,0.000,A_marginata,T_mucronata
408,91.63253175,-42.44014172,0.000,0.000,A_pulchellus,T_mucronata
409,91.63253175,-39.984115,0.000,0.000,A_vanprukii,T_mucronata
410,91.63253175,-47.74515943,0.000,0.000,B_anceps,T_mucronata
411,91.63253175,-7.073356953,0.000,0.000,B_insulana,T_mucronata
412,91.63253175,-25.05147254,0.000,0.000,C_filiformis,T_mucronata
413,91.63253175,-8.841696191,0.000,0.000,C_formosum,T_mucronata
414,91.63253175,-49.51349867,0.000,0.000,C_oblongifolius,T_mucronata
415,91.63253175,-44.20848095,0.000,0.000,C_tomentosa,T_mucronata
416,91.63253175,-14.14671391,0.000,0.000,D_castanea_leaf,T_mucronata
417,91.63253175,-21.22007086,0.000,0.000,D_castanea_twig,T_mucronata
418,91.63253175,-5.305017715,0.000,0.000,D_winitii,T_mucronata
419,91.63253175,-17.68339238,0.000,0.000,E_cherrevensis,T_mucronata
420,91.63253175,-10.61003543,0.000,0.000,E_cuneatum,T_mucronata
421,91.63253175,-26.32860644,0.000,0.000,E_succirubrum,T_mucronata
422,91.63253175,-12.37837467,0.000,0.000,F_indica,T_mucronata
423,91.63253175,3.045473132,0.002,0.002,G_cowa,T_mucronata
424,91.63253175,-39.59115072,0.000,0.000,G_daltonii,T_mucronata
425,91.63253175,-27.90046354,0.000,0.000,H_perforata,T_mucronata
426,91.63253175,-36.34919545,0.000,0.000,L_coromandelica,T_mucronata
427,91.63253175,-28.48990995,0.000,0.000,P_anamense,T_mucronata
428,91.63253175,2.259544582,0.014,0.014,P_debilis,T_mucronata
429,91.63253175,-3.536678476,0.000,0.000,P_evecta_leaf,T_mucronata
430,91.63253175,-24.8549904,0.000,0.000,P_evecta_Rhizome,T_mucronata
431,91.63253175,-1.768339238,0.041,0.041,P_Kesiya,T_mucronata
432,91.63253175,-33.59844553,0.000,0.000,R_dumetorum,T_mucronata
433,91.63253175,-15.91505314,0.000,0.000,R_javanica,T_mucronata
434,91.63253175,-36.15271331,0.000,0.000,R_succedanea,T_mucronata
435,91.63253175,-19.45173162,0.000,0.000,T_loureiri,T_mucronata
436,91.63253175,-14.14671391,0.000,0.000,A_marginata,T_triptera
437,91.63253175,-10.61003543,0.000,0.000,A_pulchellus,T_triptera
438,91.63253175,-8.154008709,0.000,0.000,A_vanprukii,T_triptera
439,91.63253175,-15.91505314,0.000,0.000,B_anceps,T_triptera
440,91.63253175,24.75674933,0.000,0.000,B_insulana,T_triptera
441,91.63253175,6.778633746,0.000,0.000,C_filiformis,T_triptera
442,91.63253175,22.9884101,0.000,0.000,C_formosum,T_triptera
443,91.63253175,-17.68339238,0.000,0.000,C_oblongifolius,T_triptera
444,91.63253175,-12.37837467,0.000,0.000,C_tomentosa,T_triptera
445,91.63253175,17.68339238,0.000,0.000,D_castanea_leaf,T_triptera
446,91.63253175,10.61003543,0.000,0.000,D_castanea_twig,T_triptera
447,91.63253175,26.52508857,0.000,0.000,D_winitii,T_triptera
448,91.63253175,14.14671391,0.000,0.000,E_cherrevensis,T_triptera
449,91.63253175,21.22007086,0.000,0.000,E_cuneatum,T_triptera
450,91.63253175,5.501499852,0.000,0.000,E_succirubrum,T_triptera
451,91.63253175,19.45173162,0.000,0.000,F_indica,T_triptera
452,91.63253175,34.87557942,0.000,0.000,G_cowa,T_triptera
453,91.63253175,-7.761044434,0.000,0.000,G_daltonii,T_triptera
454,91.63253175,3.929642752,0.000,0.000,H_perforata,T_triptera
455,91.63253175,-4.519089164,0.000,0.000,L_coromandelica,T_triptera
456,91.63253175,3.340196339,0.001,0.001,P_anamense,T_triptera
457,91.63253175,34.08965087,0.000,0.000,P_debilis,T_triptera
458,91.63253175,28.29342781,0.000,0.000,P_evecta_leaf,T_triptera
459,91.63253175,6.975115884,0.000,0.000,P_evecta_Rhizome,T_triptera
460,91.63253175,30.06176705,0.000,0.000,P_Kesiya,T_triptera
461,91.63253175,-1.768339238,0.041,0.041,R_dumetorum,T_triptera
462,91.63253175,15.91505314,0.000,0.000,R_javanica,T_triptera
463,91.63253175,-4.322607027,0.000,0.000,R_succedanea,T_triptera
464,91.63253175,12.37837467,0.000,0.000,T_loureiri,T_triptera
465,91.63253175,31.83010629,0.000,0.000,T_mucronata,T_triptera
